Region_Name,Region_Type,Year,GRP_per_capita,Income_per_capita,Unemployment_rate,Federal_subsidies,Migration_rate
Приморский край,average,2000,422.13,240.9,5.95,27.2,-28.28
Приморский край,average,2001,441.42,225.33,6.08,27.14,-22.38
Приморский край,average,2002,461.89,246.64,5.93,27.17,-40.98
Приморский край,average,2003,480.69,284.95,5.87,27.22,-27.21
Приморский край,average,2004,529.97,243.94,5.98,27.31,-29.35
Приморский край,average,2005,558.56,229.41,6.24,27.35,-34.2
Приморский край,average,2006,569.83,290.03,5.83,27.29,-25.04
Приморский край,average,2007,600.56,249.59,6.1,27.25,-31.62
Приморский край,average,2008,619.3,292.82,5.86,27.01,-22.05
Приморский край,average,2009,623.62,360.17,5.94,27.11,-19.04
Приморский край,average,2010,670.51,308.88,6.07,27.1,-24.82
Приморский край,average,2011,685.1,404.06,6.24,27.31,-31.59
Приморский край,average,2012,747.59,309.2,5.99,27.1,-24.39
Приморский край,average,2013,733.81,377.69,6.08,27.38,-23.11
Приморский край,average,2014,771.09,362.77,6.09,27.49,-27.07
Приморский край,average,2015,806.57,386.55,6.01,27.23,-9.15
Приморский край,average,2016,792.21,388.97,6.02,27.76,-20.47
Приморский край,average,2017,843.12,344.36,6.06,28.1,-20.15
Приморский край,average,2018,880.04,525.37,5.93,27.36,-10.78
Приморский край,average,2019,930.57,530.35,5.74,26.63,-13.35
Приморский край,average,2020,971.23,425.22,5.98,27.34,-10.52
Приморский край,average,2021,931.76,485.29,6.04,26.59,-11.11
Приморский край,average,2022,955.84,464.73,6.03,27.76,-11.02
Приморский край,average,2023,983.86,585.57,5.97,27.09,-19.52
Приморский край,average,2024,1019.7,573.13,6.01,26.77,-9.32
Приморский край,average,2025,1053.63,474.11,6.09,27.31,-14.06
Кемеровская область,average,2000,637.29,378.64,5.1,17.33,-23.08
Кемеровская область,average,2001,646.79,291.59,4.99,17.26,-10.78
Кемеровская область,average,2002,678.11,295.9,5.26,17.31,-20.94
Кемеровская область,average,2003,751.27,359.16,5.11,17.12,-26.98
Кемеровская область,average,2004,767.61,354.58,5.19,17.49,-8.74
Кемеровская область,average,2005,812.18,356.29,5.03,17.24,-11.41
Кемеровская область,average,2006,842.56,358.49,5.12,17.16,-11.39
Кемеровская область,average,2007,899.56,420.94,5.12,17.36,-1.23
Кемеровская область,average,2008,945.46,400.17,5.08,16.86,-2.03
Кемеровская область,average,2009,981.63,563.72,5.06,17.03,-7.83
Кемеровская область,average,2010,1003.47,475.1,5.04,17.23,-2.44
Кемеровская область,average,2011,1014.86,575.76,5.06,17.48,3.53
Кемеровская область,average,2012,1103.94,450.05,5.16,17.28,0.62
Кемеровская область,average,2013,1117.98,596.42,4.95,16.93,-4.05
Кемеровская область,average,2014,1153.04,575.67,5.1,17.56,-5.73
Кемеровская область,average,2015,1207.12,627.53,5.2,17.25,0.49
Кемеровская область,average,2016,1192.03,612.58,5.11,17.38,-5.26
Кемеровская область,average,2017,1302.33,553.51,5.23,17.3,-4.22
Кемеровская область,average,2018,1305.22,607.43,5.28,17.39,2.45
Кемеровская область,average,2019,1377.77,629.71,5.26,17.4,0.54
Кемеровская область,average,2020,1379.35,691.28,5.16,17.56,7.91
Кемеровская область,average,2021,1456.34,753.04,5.05,17.63,12.97
Кемеровская область,average,2022,1448.98,614.16,5.19,17.27,-1.75
Кемеровская область,average,2023,1511.69,843.23,5.3,17.08,1.5
Кемеровская область,average,2024,1496.71,617.01,5.17,17.3,7.52
Кемеровская область,average,2025,1549.87,877.12,5.3,17.32,12.19
Алтайский край,average,2000,554.41,242.68,6.24,19.92,-25.54
Алтайский край,average,2001,604.59,322.1,6.08,19.36,-29.34
Алтайский край,average,2002,643.52,375.8,5.99,19.28,-25.74
Алтайский край,average,2003,649.52,356.76,6.0,19.62,-20.96
Алтайский край,average,2004,702.18,375.21,6.04,19.32,-28.03
Алтайский край,average,2005,720.47,393.48,6.2,19.14,-23.16
Алтайский край,average,2006,773.12,421.34,5.94,19.48,-25.64
Алтайский край,average,2007,805.18,467.66,5.84,19.52,-23.3
Алтайский край,average,2008,841.89,393.41,5.85,19.17,-22.65
Алтайский край,average,2009,842.98,412.79,5.92,19.52,-21.91
Алтайский край,average,2010,900.65,515.36,6.04,19.07,-14.65
Алтайский край,average,2011,938.11,497.31,6.22,19.27,-11.72
Алтайский край,average,2012,974.18,484.87,6.03,18.98,-9.52
Алтайский край,average,2013,1000.93,525.15,5.95,18.92,-15.37
Алтайский край,average,2014,1003.08,434.28,5.94,19.33,-3.75
Алтайский край,average,2015,1057.59,548.22,5.86,19.46,-5.82
Алтайский край,average,2016,1125.68,557.66,6.13,19.23,-9.69
Алтайский край,average,2017,1167.92,584.04,6.05,19.04,-12.49
Алтайский край,average,2018,1204.51,691.62,6.11,19.53,-9.49
Алтайский край,average,2019,1230.06,621.87,6.01,19.81,-2.59
Алтайский край,average,2020,1241.08,649.06,6.07,19.12,-5.72
Алтайский край,average,2021,1293.07,597.84,6.08,19.46,-7.53
Алтайский край,average,2022,1322.56,776.6,5.81,19.14,9.25
Алтайский край,average,2023,1312.54,597.8,6.14,19.04,1.61
Алтайский край,average,2024,1417.7,719.45,6.02,19.05,-2.96
Алтайский край,average,2025,1387.35,819.68,5.97,19.35,1.3
Хабаровский край,average,2000,626.58,268.14,6.83,10.09,-38.07
Хабаровский край,average,2001,659.87,333.56,6.89,10.18,-31.28
Хабаровский край,average,2002,704.92,293.06,6.64,9.99,-28.18
Хабаровский край,average,2003,720.38,354.92,6.94,9.99,-29.19
Хабаровский край,average,2004,757.42,403.31,6.94,10.16,-33.66
Хабаровский край,average,2005,804.77,361.69,6.65,10.02,-22.06
Хабаровский край,average,2006,853.22,356.26,6.63,10.26,-28.99
Хабаровский край,average,2007,903.39,412.41,7.0,10.02,-27.26
Хабаровский край,average,2008,920.6,498.74,7.04,10.03,-30.35
Хабаровский край,average,2009,978.17,566.81,6.71,9.82,-13.79
Хабаровский край,average,2010,952.05,556.8,6.77,10.11,-22.67
Хабаровский край,average,2011,1001.4,486.46,6.83,10.24,-16.73
Хабаровский край,average,2012,1058.74,479.28,6.71,10.18,-16.55
Хабаровский край,average,2013,1102.98,491.91,6.67,9.94,-16.65
Хабаровский край,average,2014,1099.42,523.58,6.91,10.27,-21.79
Хабаровский край,average,2015,1207.92,711.24,6.77,10.18,-21.7
Хабаровский край,average,2016,1185.65,682.12,6.74,10.09,-18.88
Хабаровский край,average,2017,1295.64,617.52,6.91,10.13,-7.16
Хабаровский край,average,2018,1274.17,628.09,6.78,10.15,-5.9
Хабаровский край,average,2019,1329.66,563.37,6.97,10.21,-9.47
Хабаровский край,average,2020,1366.47,661.68,6.54,9.96,-9.38
Хабаровский край,average,2021,1396.47,574.04,6.74,9.96,-4.12
Хабаровский край,average,2022,1405.71,564.66,6.61,10.34,1.34
Хабаровский край,average,2023,1445.08,765.09,7.01,10.33,-16.52
Хабаровский край,average,2024,1501.48,718.93,6.87,10.02,-13.63
Хабаровский край,average,2025,1554.44,871.0,6.63,10.06,-14.33
Оренбургская область,average,2000,747.21,385.11,6.08,19.67,-26.18
Оренбургская область,average,2001,776.72,387.15,6.28,19.77,-17.76
Оренбургская область,average,2002,817.79,327.5,6.12,19.97,-26.84
Оренбургская область,average,2003,903.46,490.05,5.99,19.69,-13.11
Оренбургская область,average,2004,926.84,481.35,6.2,19.57,-21.04
Оренбургская область,average,2005,961.88,497.34,5.99,19.73,-25.06
Оренбургская область,average,2006,1033.68,599.8,5.95,19.73,-15.91
Оренбургская область,average,2007,1057.32,577.06,6.0,19.78,-8.97
Оренбургская область,average,2008,1081.33,625.82,6.14,20.21,-8.45
Оренбургская область,average,2009,1132.49,461.74,6.15,19.74,-7.89
Оренбургская область,average,2010,1181.03,613.74,5.99,19.79,-9.06
Оренбургская область,average,2011,1202.06,698.6,6.17,19.57,-6.2
Оренбургская область,average,2012,1274.84,696.5,6.14,19.63,-1.25
Оренбургская область,average,2013,1333.84,592.15,5.99,20.1,-4.88
Оренбургская область,average,2014,1354.12,756.19,6.3,19.9,2.14
Оренбургская область,average,2015,1383.88,640.69,6.01,19.74,-4.41
Оренбургская область,average,2016,1443.01,839.38,5.94,19.87,0.76
Оренбургская область,average,2017,1475.39,862.39,6.15,19.42,7.82
Оренбургская область,average,2018,1513.24,815.19,6.22,20.22,-1.23
Оренбургская область,average,2019,1604.4,889.56,5.99,20.27,5.36
Оренбургская область,average,2020,1658.06,828.33,6.11,19.89,9.71
Оренбургская область,average,2021,1623.62,781.31,6.06,19.71,9.29
Оренбургская область,average,2022,1763.42,830.03,6.13,19.56,13.41
Оренбургская область,average,2023,1766.28,741.48,6.09,19.95,6.73
Оренбургская область,average,2024,1809.41,1078.31,6.11,19.72,23.91
Оренбургская область,average,2025,1859.84,755.53,6.05,19.78,11.0
Удмуртская Республика,average,2000,758.17,338.82,5.95,26.75,-25.57
Удмуртская Республика,average,2001,808.65,476.89,6.17,26.02,-20.57
Удмуртская Республика,average,2002,867.67,446.1,5.84,25.51,-22.78
Удмуртская Республика,average,2003,941.87,533.71,6.22,26.19,-22.16
Удмуртская Республика,average,2004,937.13,465.95,6.22,25.81,-18.41
Удмуртская Республика,average,2005,1014.06,544.16,6.06,26.13,-11.1
Удмуртская Республика,average,2006,1111.15,661.37,5.91,26.26,-6.08
Удмуртская Республика,average,2007,1159.26,652.95,5.9,25.7,-3.18
Удмуртская Республика,average,2008,1199.97,664.88,6.08,25.52,-5.58
Удмуртская Республика,average,2009,1169.12,638.6,6.0,25.85,-8.7
Удмуртская Республика,average,2010,1208.56,635.44,6.11,26.11,-10.08
Удмуртская Республика,average,2011,1292.1,717.99,6.14,26.12,-2.51
Удмуртская Республика,average,2012,1388.65,573.1,5.95,26.14,-1.67
Удмуртская Республика,average,2013,1345.36,570.51,6.12,26.28,3.17
Удмуртская Республика,average,2014,1457.0,589.27,6.06,26.16,-1.24
Удмуртская Республика,average,2015,1455.92,737.93,5.98,26.18,-1.53
Удмуртская Республика,average,2016,1493.3,831.26,5.88,25.86,-7.2
Удмуртская Республика,average,2017,1536.96,630.85,5.92,25.86,12.8
Удмуртская Республика,average,2018,1647.82,923.62,6.02,25.53,9.32
Удмуртская Республика,average,2019,1631.56,729.64,6.19,25.91,2.35
Удмуртская Республика,average,2020,1726.21,816.43,6.17,25.96,14.02
Удмуртская Республика,average,2021,1733.15,824.22,6.0,26.32,4.92
Удмуртская Республика,average,2022,1841.58,760.9,5.88,25.93,7.22
Удмуртская Республика,average,2023,1859.89,990.98,6.15,25.88,13.4
Удмуртская Республика,average,2024,1907.38,823.1,6.04,26.17,11.55
Удмуртская Республика,average,2025,1961.74,933.58,6.04,26.77,19.42
Белгородская область,average,2000,522.78,219.32,4.91,24.6,-16.23
Белгородская область,average,2001,533.88,226.99,4.96,24.84,-7.45
Белгородская область,average,2002,585.71,327.64,4.75,24.46,-14.53
Белгородская область,average,2003,642.49,358.85,4.93,24.41,-13.14
Белгородская область,average,2004,664.42,269.02,5.0,24.24,-21.06
Белгородская область,average,2005,667.86,346.07,4.95,24.93,-16.01
Белгородская область,average,2006,732.6,305.58,4.93,24.81,-17.07
Белгородская область,average,2007,765.47,412.75,4.73,24.48,-11.11
Белгородская область,average,2008,779.78,393.11,4.82,24.68,-1.68
Белгородская область,average,2009,778.98,315.71,4.75,24.58,-6.78
Белгородская область,average,2010,859.38,419.6,4.91,24.79,-8.49
Белгородская область,average,2011,864.24,378.43,4.91,24.81,-6.68
Белгородская область,average,2012,931.44,377.85,5.01,24.79,-5.38
Белгородская область,average,2013,951.55,421.51,4.79,24.54,-10.35
Белгородская область,average,2014,972.05,481.51,4.62,24.28,5.28
Белгородская область,average,2015,1012.92,556.45,4.85,24.66,3.65
Белгородская область,average,2016,1037.86,457.92,4.81,24.49,-3.23
Белгородская область,average,2017,1058.23,614.43,4.9,24.64,5.01
Белгородская область,average,2018,1107.7,620.99,5.02,25.02,-1.86
Белгородская область,average,2019,1139.9,566.84,4.88,25.03,0.0
Белгородская область,average,2020,1160.81,506.07,5.01,24.79,-0.68
Белгородская область,average,2021,1204.59,489.74,4.94,25.2,-1.41
Белгородская область,average,2022,1222.68,537.32,5.0,24.38,-3.26
Белгородская область,average,2023,1234.02,532.74,4.89,24.6,3.9
Белгородская область,average,2024,1274.93,641.83,4.73,24.59,14.3
Белгородская область,average,2025,1326.95,560.8,5.01,24.61,-1.42
Тульская область,average,2000,546.0,243.17,6.18,21.23,-20.91
Тульская область,average,2001,577.01,307.3,6.24,21.52,-25.03
Тульская область,average,2002,631.4,294.64,6.23,21.44,-26.12
Тульская область,average,2003,648.95,384.08,6.26,21.81,-22.01
Тульская область,average,2004,702.88,344.4,6.44,21.78,-26.14
Тульская область,average,2005,742.21,364.35,6.53,21.63,-33.7
Тульская область,average,2006,746.02,444.72,5.97,21.47,-30.07
Тульская область,average,2007,799.36,441.36,6.41,21.67,-27.77
Тульская область,average,2008,813.32,327.2,6.14,21.53,-25.09
Тульская область,average,2009,847.4,372.7,6.18,21.47,-19.43
Тульская область,average,2010,888.39,359.29,6.03,21.38,-9.11
Тульская область,average,2011,911.7,483.94,6.15,21.35,-18.19
Тульская область,average,2012,973.03,556.32,6.46,21.67,-18.1
Тульская область,average,2013,979.68,528.01,6.27,21.76,-15.59
Тульская область,average,2014,1035.86,493.48,6.11,21.59,-11.52
Тульская область,average,2015,1079.33,646.65,6.15,21.53,-17.89
Тульская область,average,2016,1054.12,424.86,6.25,21.46,-19.35
Тульская область,average,2017,1100.39,632.34,6.2,21.51,-8.82
Тульская область,average,2018,1192.78,705.22,6.39,21.82,-4.23
Тульская область,average,2019,1196.47,534.0,6.12,21.72,-10.87
Тульская область,average,2020,1226.92,721.08,6.09,21.62,-3.94
Тульская область,average,2021,1249.76,606.01,6.12,21.37,-10.86
Тульская область,average,2022,1316.4,602.37,6.25,21.73,-10.87
Тульская область,average,2023,1356.36,629.16,6.37,21.6,-1.03
Тульская область,average,2024,1358.91,658.91,6.38,21.56,-10.4
Тульская область,average,2025,1385.34,677.19,6.23,21.76,2.87
Пензенская область,average,2000,672.83,341.97,6.77,10.27,-32.96
Пензенская область,average,2001,692.26,398.48,6.86,10.54,-26.06
Пензенская область,average,2002,740.88,355.33,6.87,10.51,-29.57
Пензенская область,average,2003,750.47,314.55,6.52,10.25,-18.52
Пензенская область,average,2004,838.31,346.57,6.61,10.51,-23.04
Пензенская область,average,2005,843.8,488.97,6.78,10.44,-22.9
Пензенская область,average,2006,941.75,549.8,6.59,10.35,-15.09
Пензенская область,average,2007,915.52,437.21,6.53,10.26,-26.14
Пензенская область,average,2008,949.53,445.24,6.8,10.35,-23.6
Пензенская область,average,2009,1015.57,451.22,6.77,10.16,-32.69
Пензенская область,average,2010,1053.74,529.63,6.79,10.45,-16.58
Пензенская область,average,2011,1085.69,631.28,6.73,10.39,-7.62
Пензенская область,average,2012,1077.2,543.02,6.78,10.26,-8.91
Пензенская область,average,2013,1180.97,508.92,6.79,10.13,-21.76
Пензенская область,average,2014,1177.07,621.55,6.84,10.34,-9.76
Пензенская область,average,2015,1236.51,729.64,6.68,10.49,-10.27
Пензенская область,average,2016,1283.45,584.49,6.69,10.32,-7.92
Пензенская область,average,2017,1350.75,600.14,6.89,10.35,-13.38
Пензенская область,average,2018,1384.67,775.52,6.65,10.59,-10.19
Пензенская область,average,2019,1432.4,694.71,6.78,10.26,-11.3
Пензенская область,average,2020,1371.29,669.23,6.95,10.39,-12.49
Пензенская область,average,2021,1459.85,704.45,6.65,10.41,-12.06
Пензенская область,average,2022,1492.01,757.1,6.45,10.31,-3.69
Пензенская область,average,2023,1551.24,748.35,6.86,10.36,-6.38
Пензенская область,average,2024,1659.5,898.46,6.98,10.3,-3.21
Пензенская область,average,2025,1634.92,724.0,6.58,10.34,-1.82
Кировская область,average,2000,453.04,236.14,6.19,20.87,-40.97
Кировская область,average,2001,479.32,213.1,6.1,20.61,-37.64
Кировская область,average,2002,499.58,201.04,6.23,21.18,-29.63
Кировская область,average,2003,540.81,267.29,6.19,20.83,-28.84
Кировская область,average,2004,561.44,251.22,6.25,20.68,-38.32
Кировская область,average,2005,594.98,246.06,6.34,20.85,-26.53
Кировская область,average,2006,634.29,307.83,5.98,21.07,-23.53
Кировская область,average,2007,649.46,300.48,6.26,20.51,-23.29
Кировская область,average,2008,690.48,376.23,6.09,20.4,-25.67
Кировская область,average,2009,685.53,298.35,6.02,20.5,-19.86
Кировская область,average,2010,699.78,417.36,6.02,20.52,-22.9
Кировская область,average,2011,762.15,396.22,6.03,20.34,-30.34
Кировская область,average,2012,787.25,394.37,6.05,20.42,-18.08
Кировская область,average,2013,802.78,474.9,6.06,20.59,-16.14
Кировская область,average,2014,823.61,410.47,6.05,20.87,-18.88
Кировская область,average,2015,876.55,489.46,6.07,20.62,-21.75
Кировская область,average,2016,887.18,401.58,6.04,20.24,-11.01
Кировская область,average,2017,911.41,390.65,6.27,20.59,-15.03
Кировская область,average,2018,966.71,477.9,6.36,21.04,-17.2
Кировская область,average,2019,984.04,569.92,6.05,20.57,-4.23
Кировская область,average,2020,985.64,494.15,6.1,20.66,-19.61
Кировская область,average,2021,1017.72,504.95,6.23,20.62,-8.63
Кировская область,average,2022,1056.03,507.31,6.09,20.59,-7.42
Кировская область,average,2023,1117.1,577.8,6.25,20.88,-20.22
Кировская область,average,2024,1101.99,659.61,6.1,20.6,-5.37
Кировская область,average,2025,1113.21,532.44,6.27,20.5,-18.17
Ярославская область,average,2000,594.38,347.14,6.17,20.25,-29.86
Ярославская область,average,2001,593.0,341.13,6.23,20.27,-24.81
Ярославская область,average,2002,624.68,364.83,6.15,20.13,-25.86
Ярославская область,average,2003,663.36,281.84,6.4,20.62,-22.11
Ярославская область,average,2004,718.59,411.18,6.16,20.09,-14.23
Ярославская область,average,2005,762.01,358.18,6.27,20.17,-26.65
Ярославская область,average,2006,748.17,386.82,6.09,20.13,-22.13
Ярославская область,average,2007,817.23,439.62,6.09,20.42,-13.88
Ярославская область,average,2008,824.6,374.77,6.12,20.17,-20.36
Ярославская область,average,2009,861.78,444.43,6.06,20.38,-18.97
Ярославская область,average,2010,915.62,477.35,6.26,20.53,-10.84
Ярославская область,average,2011,953.01,569.22,6.42,20.41,-12.87
Ярославская область,average,2012,964.56,401.99,6.21,20.68,-30.69
Ярославская область,average,2013,1000.12,514.23,6.32,20.12,-15.23
Ярославская область,average,2014,1061.89,458.21,6.21,20.56,-5.63
Ярославская область,average,2015,1070.93,477.08,6.19,20.33,-18.08
Ярославская область,average,2016,1141.5,476.69,6.31,20.18,-8.07
Ярославская область,average,2017,1130.99,540.63,5.92,20.39,-10.63
Ярославская область,average,2018,1184.52,538.85,5.97,19.84,-3.86
Ярославская область,average,2019,1234.57,704.07,5.99,20.44,-2.44
Ярославская область,average,2020,1244.97,610.17,5.95,20.24,-6.17
Ярославская область,average,2021,1300.37,711.64,6.37,20.09,-4.81
Ярославская область,average,2022,1315.31,598.46,6.05,20.2,-8.02
Ярославская область,average,2023,1291.18,702.52,6.24,19.95,1.22
Ярославская область,average,2024,1397.0,736.9,6.32,20.18,-1.98
Ярославская область,average,2025,1384.34,814.72,6.34,20.3,4.73
Ульяновская область,average,2000,482.09,242.49,4.59,16.82,-14.7
Ульяновская область,average,2001,525.86,276.61,4.77,16.59,-23.97
Ульяновская область,average,2002,560.25,289.04,4.86,16.66,-25.59
Ульяновская область,average,2003,588.43,247.58,4.6,16.6,-11.98
Ульяновская область,average,2004,620.54,286.14,4.71,16.41,-14.15
Ульяновская область,average,2005,638.38,382.64,4.63,16.49,-17.92
Ульяновская область,average,2006,668.87,379.02,4.74,17.1,-15.29
Ульяновская область,average,2007,699.28,300.03,4.67,16.76,-21.66
Ульяновская область,average,2008,740.05,380.58,4.58,16.81,-7.25
Ульяновская область,average,2009,774.33,316.05,4.73,16.93,-20.59
Ульяновская область,average,2010,789.93,347.76,4.55,16.72,-2.64
Ульяновская область,average,2011,777.89,350.58,4.65,16.72,-10.44
Ульяновская область,average,2012,853.41,429.63,4.75,17.04,-11.88
Ульяновская область,average,2013,903.8,492.14,4.68,16.71,-10.96
Ульяновская область,average,2014,884.1,487.13,4.58,16.66,-7.23
Ульяновская область,average,2015,956.84,425.96,4.61,16.61,5.4
Ульяновская область,average,2016,981.28,530.31,4.54,16.99,-1.59
Ульяновская область,average,2017,1001.98,588.47,4.59,17.01,-10.25
Ульяновская область,average,2018,1028.51,558.72,4.71,16.74,-5.19
Ульяновская область,average,2019,1078.61,479.47,4.58,16.84,0.05
Ульяновская область,average,2020,1157.18,569.57,4.77,16.76,-8.81
Ульяновская область,average,2021,1135.55,667.2,4.61,17.16,1.41
Ульяновская область,average,2022,1156.59,685.11,4.69,17.11,-3.68
Ульяновская область,average,2023,1195.41,536.65,4.62,16.83,11.39
Ульяновская область,average,2024,1243.56,634.77,4.54,16.59,12.03
Ульяновская область,average,2025,1311.47,630.79,4.58,17.1,8.12
Томская область,average,2000,576.91,293.47,4.83,17.94,-17.75
Томская область,average,2001,582.91,247.87,5.06,18.17,-16.73
Томская область,average,2002,619.01,360.14,5.24,18.37,-15.58
Томская область,average,2003,671.39,378.73,5.05,18.1,-14.4
Томская область,average,2004,686.82,311.94,4.96,18.11,-17.46
Томская область,average,2005,724.64,405.5,5.0,18.12,-13.51
Томская область,average,2006,738.17,312.09,4.92,18.36,-8.8
Томская область,average,2007,816.99,326.81,5.16,18.27,-4.66
Томская область,average,2008,833.95,433.54,5.13,18.28,-11.71
Томская область,average,2009,869.24,467.12,4.98,18.21,-2.14
Томская область,average,2010,900.41,364.39,5.0,18.22,-19.86
Томская область,average,2011,953.29,432.1,5.31,18.31,-11.11
Томская область,average,2012,998.69,494.54,4.99,18.45,-7.0
Томская область,average,2013,1003.04,421.38,5.06,18.5,-7.08
Томская область,average,2014,1064.49,574.53,4.96,18.13,7.2
Томская область,average,2015,1071.91,525.29,5.15,18.03,-9.27
Томская область,average,2016,1108.97,498.71,5.02,18.33,-6.5
Томская область,average,2017,1113.96,483.25,4.99,18.06,-0.94
Томская область,average,2018,1184.7,636.75,4.76,18.35,5.78
Томская область,average,2019,1206.84,550.35,5.06,18.06,-3.63
Томская область,average,2020,1247.28,664.48,4.87,18.41,0.44
Томская область,average,2021,1243.66,632.07,4.97,18.26,2.44
Томская область,average,2022,1297.52,738.63,5.09,18.27,12.34
Томская область,average,2023,1333.54,592.49,5.19,18.68,6.58
Томская область,average,2024,1442.44,850.67,5.21,18.09,7.02
Томская область,average,2025,1445.21,724.1,5.06,18.03,10.71
Республика Саха (Якутия),average,2000,488.0,229.34,6.09,13.17,-24.43
Республика Саха (Якутия),average,2001,521.3,292.45,6.21,13.49,-37.0
Республика Саха (Якутия),average,2002,551.25,318.03,6.28,13.14,-20.39
Республика Саха (Якутия),average,2003,582.16,272.18,6.28,13.37,-25.26
Республика Саха (Якутия),average,2004,617.01,335.22,6.38,13.12,-31.57
Республика Саха (Якутия),average,2005,653.98,302.22,6.2,13.56,-29.33
Республика Саха (Якутия),average,2006,697.73,385.39,6.21,13.37,-22.89
Республика Саха (Якутия),average,2007,724.63,306.14,6.24,13.41,-27.35
Республика Саха (Якутия),average,2008,749.31,324.1,6.25,13.35,-20.65
Республика Саха (Якутия),average,2009,791.28,382.86,6.2,13.21,-26.94
Республика Саха (Якутия),average,2010,854.07,479.23,6.26,13.35,-13.13
Республика Саха (Якутия),average,2011,821.12,336.67,6.27,13.4,-28.24
Республика Саха (Якутия),average,2012,878.62,403.81,6.17,13.05,-13.84
Республика Саха (Якутия),average,2013,910.48,530.35,6.21,13.26,-25.88
Республика Саха (Якутия),average,2014,933.45,559.81,6.2,13.4,-20.85
Республика Саха (Якутия),average,2015,951.46,473.51,6.16,13.36,-25.66
Республика Саха (Якутия),average,2016,964.91,464.54,6.13,13.32,-24.15
Республика Саха (Якутия),average,2017,1012.75,436.98,6.02,13.45,-10.75
Республика Саха (Якутия),average,2018,1040.31,430.87,6.07,13.09,-11.39
Республика Саха (Якутия),average,2019,1109.91,649.15,6.54,13.59,-6.68
Республика Саха (Якутия),average,2020,1114.6,619.09,6.18,13.4,-13.1
Республика Саха (Якутия),average,2021,1160.2,655.02,6.16,13.37,-13.47
Республика Саха (Якутия),average,2022,1138.48,522.87,6.06,13.17,-6.83
Республика Саха (Якутия),average,2023,1177.59,583.12,6.03,13.17,-2.55
Республика Саха (Якутия),average,2024,1209.17,635.11,5.96,13.25,-8.17
Республика Саха (Якутия),average,2025,1241.86,591.17,6.27,13.34,-4.47
Тверская область,average,2000,535.66,301.38,6.26,10.4,-26.46
Тверская область,average,2001,562.73,302.74,5.79,10.37,-24.98
Тверская область,average,2002,594.37,251.09,6.01,10.48,-35.78
Тверская область,average,2003,633.57,258.93,5.78,10.28,-27.75
Тверская область,average,2004,658.62,328.69,6.31,10.45,-28.26
Тверская область,average,2005,698.91,382.44,5.87,10.47,-22.0
Тверская область,average,2006,720.15,300.81,5.78,10.23,-18.55
Тверская область,average,2007,764.53,387.2,5.9,10.42,-23.38
Тверская область,average,2008,775.59,383.05,6.11,10.42,-13.55
Тверская область,average,2009,799.67,417.49,5.94,10.41,-17.72
Тверская область,average,2010,857.44,495.74,5.96,10.37,-14.58
Тверская область,average,2011,886.08,432.56,6.19,10.52,-16.53
Тверская область,average,2012,924.72,404.42,6.0,10.26,-24.08
Тверская область,average,2013,916.15,386.13,6.0,10.46,-18.29
Тверская область,average,2014,1003.2,530.75,6.21,10.59,-15.17
Тверская область,average,2015,1043.84,432.63,6.09,10.43,-5.28
Тверская область,average,2016,1019.81,534.55,5.91,10.39,-7.57
Тверская область,average,2017,1076.31,452.57,6.2,10.23,-20.28
Тверская область,average,2018,1138.02,466.78,6.16,10.32,-17.04
Тверская область,average,2019,1122.26,478.97,6.07,10.36,-18.2
Тверская область,average,2020,1208.49,606.71,5.98,10.43,-10.23
Тверская область,average,2021,1176.77,559.09,5.97,10.17,-8.91
Тверская область,average,2022,1231.12,497.17,5.88,10.33,-5.02
Тверская область,average,2023,1280.5,710.4,6.01,10.39,2.69
Тверская область,average,2024,1326.86,716.43,5.95,10.43,-3.61
Тверская область,average,2025,1353.02,795.24,6.15,10.31,0.84
Вологодская область,average,2000,569.09,265.23,4.34,17.97,-13.05
Вологодская область,average,2001,609.9,263.26,4.17,17.68,-10.47
Вологодская область,average,2002,630.02,277.07,4.3,17.73,-12.57
Вологодская область,average,2003,683.9,317.56,3.9,17.74,-12.01
Вологодская область,average,2004,731.01,370.0,4.27,17.56,-6.27
Вологодская область,average,2005,737.89,331.95,4.17,17.81,-15.51
Вологодская область,average,2006,794.69,348.96,4.22,17.99,-4.06
Вологодская область,average,2007,792.83,358.76,4.25,17.92,-11.48
Вологодская область,average,2008,849.77,458.55,4.34,17.6,-6.29
Вологодская область,average,2009,913.87,538.83,4.06,17.8,-3.26
Вологодская область,average,2010,924.83,374.37,4.04,17.96,-4.19
Вологодская область,average,2011,921.72,421.32,4.39,17.64,-11.17
Вологодская область,average,2012,951.47,541.68,4.11,18.06,-9.52
Вологодская область,average,2013,1042.42,527.88,4.14,17.89,6.12
Вологодская область,average,2014,1076.27,602.72,4.14,17.61,2.55
Вологодская область,average,2015,1095.95,515.63,4.21,17.56,4.72
Вологодская область,average,2016,1121.12,499.22,4.27,17.75,-14.5
Вологодская область,average,2017,1148.92,498.56,4.14,17.96,9.03
Вологодская область,average,2018,1243.01,680.16,4.19,17.7,12.61
Вологодская область,average,2019,1228.71,525.49,4.2,17.76,15.41
Вологодская область,average,2020,1286.97,670.41,4.28,17.98,3.08
Вологодская область,average,2021,1315.31,595.93,4.29,17.97,12.95
Вологодская область,average,2022,1333.09,561.63,4.26,18.07,9.6
